实体类型,图层,颜色,线型,线宽,线型描述,线型图案,类型/名称,块名,值,覆盖值,位置 X,位置 Y,起点 X,起点 Y,终点 X,终点 Y,圆心 X,圆心 Y,半径,顶点数据,闭合,高度,角度,尺寸编码,起始角度,终止角度,缩放比例,尺寸样式
LINE,尺寸线层,0,Continuous,35,,,,引用于: *X6,,,,,0,449.753,0,409.753,,,,,,,,,,,,
LINE,尺寸线层,0,Continuous,35,,,,引用于: *X6,,,,,0,40,0,0,,,,,,,,,,,,
LINE,尺寸线层,0,BYLAYER,-1,,,,引用于: *X6,,,,,0,449.753,64,449.753,,,,,,,,,,,,
HATCH,尺寸线层,0,BYLAYER,-1,,,SOLID,引用于: *X6,,,,,,,,,,,,"(64, 449.753); (32, 453.753); (32, 453.753); (32, 445.753); (32, 445.753); (64, 449.753)",,,,,,,1,
LINE,尺寸线层,0,BYLAYER,-1,,,,引用于: *X6,,,,,0,0,64,0,,,,,,,,,,,,
HATCH,尺寸线层,0,BYLAYER,-1,,,SOLID,引用于: *X6,,,,,,,,,,,,"(64, 0); (32, 4); (32, 4); (32, -4); (32, -4); (64, 0)",,,,,,,1,
MTEXT,尺寸线层,0,BYLAYER,-1,,,,引用于: *X6,\T1.1;B,,45.255,495.008,,,,,,,,,,28,0,,,,,
MTEXT,尺寸线层,0,BYLAYER,-1,,,,引用于: *X6,\T1.1;B,,45.255,-45.255,,,,,,,,,,28,0,,,,,
MTEXT,尺寸线层,256,BYLAYER,-1,,,,,\T1.1;翼板坡口示意图,,1618.158,563.327,,,,,,,,,,52.5,0,,,,,
MTEXT,尺寸线层,256,BYLAYER,-1,,,,,\T1.1;连接板坡口示意图,,504.88,464.908,,,,,,,,,,45,0,,,,,
LINE,粗实线层,256,BYLAYER,-1,,,,,,,,,1217.65,654.739,1193.694,678.695,,,,,,,,,,,,
DIMENSION,尺寸线层,256,BYLAYER,-1,,,ANGULAR,,135,,,,,,,,,,,,,,,34,,,,标准
LINE,粗实线层,256,BYLAYER,-1,,,,,,,,,2597.003,2120.645,2597.003,1920.645,,,,,,,,,,,,
LINE,粗实线层,256,BYLAYER,-1,,,,,,,,,2597.003,1920.645,2611.003,1920.645,,,,,,,,,,,,
LINE,粗实线层,256,BYLAYER,-1,,,,,,,,,2611.003,1920.645,2611.003,2120.645,,,,,,,,,,,,
LINE,粗实线层,256,BYLAYER,-1,,,,,,,,,2611.003,2120.645,2597.003,2120.645,,,,,,,,,,,,
LINE,粗实线层,256,BYLAYER,-1,,,,,,,,,3482.003,2120.645,3482.003,1920.645,,,,,,,,,,,,
LINE,中心线层,256,BYLAYER,-1,,,,,,,,,3039.503,2120.645,3039.503,1920.645,,,,,,,,,,,,
LINE,粗实线层,256,BYLAYER,-1,,,,,,,,,3468.003,1920.645,3468.003,2120.645,,,,,,,,,,,,
LINE,粗实线层,256,BYLAYER,-1,,,,,,,,,3468.003,2120.645,3482.003,2120.645,,,,,,,,,,,,
LINE,粗实线层,256,BYLAYER,-1,,,,,,,,,3482.003,1920.645,3468.003,1920.645,,,,,,,,,,,,
LINE,中心线层,256,BYLAYER,-1,,,,,,,,,3486.396,2020.645,2598.003,2020.645,,,,,,,,,,,,
LINE,粗实线层,256,BYLAYER,-1,,,,,,,,,3468.003,2033.145,2611.003,2033.145,,,,,,,,,,,,
LINE,粗实线层,256,BYLAYER,-1,,,,,,,,,3468.003,2008.145,2611.003,2008.145,,,,,,,,,,,,
LINE,粗实线层,256,BYLAYER,-1,,,,,,,,,2750.826,1920.645,2750.826,2008.145,,,,,,,,,,,,
LINE,粗实线层,256,BYLAYER,-1,,,,,,,,,2750.826,2033.145,2750.826,2120.645,,,,,,,,,,,,
LINE,粗实线层,256,BYLAYER,-1,,,,,,,,,2775.826,1920.645,2775.826,2008.145,,,,,,,,,,,,
LINE,粗实线层,256,BYLAYER,-1,,,,,,,,,2775.826,2033.145,2775.826,2120.645,,,,,,,,,,,,
LINE,粗实线层,256,BYLAYER,-1,,,,,,,,,2750.826,2033.145,2750.826,2120.645,,,,,,,,,,,,
LINE,粗实线层,256,BYLAYER,-1,,,,,,,,,2750.826,2120.645,2775.826,2120.645,,,,,,,,,,,,
LINE,粗实线层,256,BYLAYER,-1,,,,,,,,,2750.826,1920.645,2775.826,1920.645,,,,,,,,,,,,
LINE,粗实线层,256,BYLAYER,-1,,,,,,,,,3032.503,2120.645,3046.503,2120.645,,,,,,,,,,,,
LINE,粗实线层,256,BYLAYER,-1,,,,,,,,,3032.503,1920.645,3046.503,1920.645,,,,,,,,,,,,
LINE,粗实线层,256,BYLAYER,-1,,,,,,,,,3032.503,2120.645,3032.503,2033.145,,,,,,,,,,,,
LINE,粗实线层,256,BYLAYER,-1,,,,,,,,,3032.503,2008.145,3032.503,1920.645,,,,,,,,,,,,
LINE,粗实线层,256,BYLAYER,-1,,,,,,,,,3046.503,2120.645,3046.503,2033.145,,,,,,,,,,,,
LINE,粗实线层,256,BYLAYER,-1,,,,,,,,,3046.503,2008.145,3046.503,1920.645,,,,,,,,,,,,
TEXT,文字,256,BYLAYER,-1,,,,,2-2示意图,,2920.381,1640.091,,,,,,,,,,40,0,,,,,
TEXT,文字,256,BYLAYER,-1,,,,,1-1示意图,,2109.702,1640.575,,,,,,,,,,40,0,,,,,
LINE,粗实线层,256,BYLAYER,-1,,,,,,,,,2825.237,1920.645,2825.237,2008.145,,,,,,,,,,,,
LINE,粗实线层,256,BYLAYER,-1,,,,,,,,,2850.237,1920.645,2850.237,2008.145,,,,,,,,,,,,
LINE,粗实线层,256,BYLAYER,-1,,,,,,,,,2850.237,2033.145,2850.237,2120.645,,,,,,,,,,,,
LINE,粗实线层,256,BYLAYER,-1,,,,,,,,,2825.237,2033.145,2825.237,2120.645,,,,,,,,,,,,
LINE,粗实线层,256,BYLAYER,-1,,,,,,,,,2825.237,2120.645,2850.237,2120.645,,,,,,,,,,,,
LINE,粗实线层,256,BYLAYER,-1,,,,,,,,,2825.237,1920.645,2850.237,1920.645,,,,,,,,,,,,
LINE,粗实线层,256,BYLAYER,-1,,,,,,,,,2924.648,1920.645,2924.648,2008.145,,,,,,,,,,,,
LINE,粗实线层,256,BYLAYER,-1,,,,,,,,,2899.648,1920.645,2899.648,2008.145,,,,,,,,,,,,
LINE,粗实线层,256,BYLAYER,-1,,,,,,,,,2899.648,2033.145,2899.648,2120.645,,,,,,,,,,,,
LINE,粗实线层,256,BYLAYER,-1,,,,,,,,,2924.648,2033.145,2924.648,2120.645,,,,,,,,,,,,
LINE,粗实线层,256,BYLAYER,-1,,,,,,,,,2924.648,2120.645,2899.648,2120.645,,,,,,,,,,,,
LINE,粗实线层,256,BYLAYER,-1,,,,,,,,,2924.648,1920.645,2899.648,1920.645,,,,,,,,,,,,
LINE,粗实线层,256,BYLAYER,-1,,,,,,,,,3319.18,1920.645,3319.18,2008.145,,,,,,,,,,,,
LINE,粗实线层,256,BYLAYER,-1,,,,,,,,,3319.18,2033.145,3319.18,2120.645,,,,,,,,,,,,
LINE,粗实线层,256,BYLAYER,-1,,,,,,,,,3294.18,1920.645,3294.18,2008.145,,,,,,,,,,,,
LINE,粗实线层,256,BYLAYER,-1,,,,,,,,,3294.18,2033.145,3294.18,2120.645,,,,,,,,,,,,
LINE,粗实线层,256,BYLAYER,-1,,,,,,,,,3319.18,2033.145,3319.18,2120.645,,,,,,,,,,,,
LINE,粗实线层,256,BYLAYER,-1,,,,,,,,,3319.18,2120.645,3294.18,2120.645,,,,,,,,,,,,
LINE,粗实线层,256,BYLAYER,-1,,,,,,,,,3319.18,1920.645,3294.18,1920.645,,,,,,,,,,,,
LINE,粗实线层,256,BYLAYER,-1,,,,,,,,,3244.769,1920.645,3244.769,2008.145,,,,,,,,,,,,
LINE,粗实线层,256,BYLAYER,-1,,,,,,,,,3244.769,2033.145,3244.769,2120.645,,,,,,,,,,,,
LINE,粗实线层,256,BYLAYER,-1,,,,,,,,,3219.769,1920.645,3219.769,2008.145,,,,,,,,,,,,
LINE,粗实线层,256,BYLAYER,-1,,,,,,,,,3219.769,2033.145,3219.769,2120.645,,,,,,,,,,,,
LINE,粗实线层,256,BYLAYER,-1,,,,,,,,,3244.769,2033.145,3244.769,2120.645,,,,,,,,,,,,
LINE,粗实线层,256,BYLAYER,-1,,,,,,,,,3244.769,2120.645,3219.769,2120.645,,,,,,,,,,,,
LINE,粗实线层,256,BYLAYER,-1,,,,,,,,,3244.769,1920.645,3219.769,1920.645,,,,,,,,,,,,
LINE,粗实线层,256,BYLAYER,-1,,,,,,,,,3145.358,1920.645,3145.358,2008.145,,,,,,,,,,,,
LINE,粗实线层,256,BYLAYER,-1,,,,,,,,,3170.358,1920.645,3170.358,2008.145,,,,,,,,,,,,
LINE,粗实线层,256,BYLAYER,-1,,,,,,,,,3170.358,2033.145,3170.358,2120.645,,,,,,,,,,,,
LINE,粗实线层,256,BYLAYER,-1,,,,,,,,,3145.358,2033.145,3145.358,2120.645,,,,,,,,,,,,
LINE,粗实线层,256,BYLAYER,-1,,,,,,,,,3145.358,2120.645,3170.358,2120.645,,,,,,,,,,,,
LINE,粗实线层,256,BYLAYER,-1,,,,,,,,,3145.358,1920.645,3170.358,1920.645,,,,,,,,,,,,
DIMENSION,尺寸线层,256,BYLAYER,-1,,,LINEAR,,200,<>,3605.183,1920.645,3482.003,2120.645,3482.003,1920.645,,,,,,,270,160,,,,标准
DIMENSION,尺寸线层,256,BYLAYER,-1,,,LINEAR,,200,<>,2556.552,1920.645,2597.003,2120.645,2597.003,1920.645,,,,,,,270,160,,,,标准
DIMENSION,尺寸线层,256,BYLAYER,-1,,,LINEAR,,14,<>,2597.003,2162.753,2611.003,2120.645,2597.003,2120.645,,,,,,,0,160,,,,标准
DIMENSION,尺寸线层,256,BYLAYER,-1,,,LINEAR,,25,<>,3244.769,2162.753,3219.769,2120.645,3244.769,2120.645,,,,,,,0,160,,,,标准
DIMENSION,尺寸线层,256,BYLAYER,-1,,,LINEAR,,25,<>,3319.18,2162.753,3294.18,2120.645,3319.18,2120.645,,,,,,,0,160,,,,标准
DIMENSION,尺寸线层,256,BYLAYER,-1,,,LINEAR,,14,<>,3482.003,2162.753,3468.003,2120.645,3482.003,2120.645,,,,,,,0,160,,,,标准
DIMENSION,尺寸线层,256,BYLAYER,-1,,,LINEAR,,25,<>,3537.323,2008.145,3468.003,2033.145,3468.003,2008.145,,,,,,,270,160,,,,标准
DIMENSION,尺寸线层,256,BYLAYER,-1,,,LINEAR,,87.5,<>,2690.419,2120.645,2750.826,2033.145,2750.826,2120.645,,,,,,,90,160,,,,标准
DIMENSION,尺寸线层,256,BYLAYER,-1,,,LINEAR,,14,<>,3046.503,2162.753,3032.503,2120.645,3046.503,2120.645,,,,,,,0,160,,,,标准
MTEXT,尺寸线层,256,BYLAYER,-1,,,,,\T1.1;(所有翼板坡口方向朝上，如图所示）,,852.271,1473.034,,,,,,,,,,45,0,,,,,
MTEXT,尺寸线层,256,BYLAYER,-1,,,,,\T1.1;{\H0.7x;         }     技术要求\P1.焊接时注意翼板坡口方向，按图中所示坡口方向焊接\P2.钢板均采用Q355B，焊条使用E50型，焊后清渣，不得有焊接缺陷。\P,,2211.373,821.229,,,,,,,,,,40,0,,,,,
DIMENSION,尺寸线层,256,BYLAYER,-1,,,LINEAR,,25,<>,3170.358,2162.753,3145.358,2120.645,3170.358,2120.645,,,,,,,0,160,,,,标准
DIMENSION,尺寸线层,256,BYLAYER,-1,,,LINEAR,,25,<>,2924.648,2162.753,2899.648,2120.645,2924.648,2120.645,,,,,,,0,160,,,,标准
DIMENSION,尺寸线层,256,BYLAYER,-1,,,LINEAR,,25,<>,2825.237,2162.753,2850.237,2120.645,2825.237,2120.645,,,,,,,0,160,,,,标准
DIMENSION,尺寸线层,256,BYLAYER,-1,,,LINEAR,,25,<>,2750.826,2162.753,2775.826,2120.645,2750.826,2120.645,,,,,,,0,160,,,,标准
DIMENSION,尺寸线层,256,BYLAYER,-1,,,LINEAR,,87.5,<>,2991.981,2033.145,3032.503,2120.645,3032.503,2033.145,,,,,,,270,160,,,,标准
LINE,粗实线层,256,BYLAYER,-1,,,,,,,,,1216.65,953.618,1193.694,930.662,,,,,,,,,,,,
DIMENSION,尺寸线层,256,BYLAYER,-1,,,LINEAR,,2,<>,1218.65,980.519,1216.65,953.618,1218.65,953.618,,,,,,,0,160,,,,标准
DIMENSION,尺寸线层,256,BYLAYER,-1,,,ANGULAR,,225,,,,,,,,,,,,,,,34,,,,标准
MTEXT,尺寸线层,256,BYLAYER,-1,,,,,\T1.1;节点1  E/(4-5)轴第一层  共1件,,822.767,1594.166,,,,,,,,,,45,0,,,,,
LINE,粗实线层,256,BYLAYER,-1,,,,,,,,,2142.802,2341.518,2142.802,2327.518,,,,,,,,,,,,
LINE,粗实线层,256,BYLAYER,-1,,,,,,,,,2142.802,2327.518,2342.802,2327.518,,,,,,,,,,,,
LINE,粗实线层,256,BYLAYER,-1,,,,,,,,,2342.802,2327.518,2342.802,2341.518,,,,,,,,,,,,
LINE,粗实线层,256,BYLAYER,-1,,,,,,,,,2342.802,2341.518,2142.802,2341.518,,,,,,,,,,,,
LINE,粗实线层,256,BYLAYER,-1,,,,,,,,,2230.302,2327.518,2230.302,1865.518,,,,,,,,,,,,
LINE,粗实线层,256,BYLAYER,-1,,,,,,,,,2230.302,1865.518,2255.302,1865.518,,,,,,,,,,,,
LINE,粗实线层,256,BYLAYER,-1,,,,,,,,,2255.302,2327.518,2255.302,1865.518,,,,,,,,,,,,
LINE,粗实线层,256,BYLAYER,-1,,,,,,,,,2230.302,2173.859,2142.802,2173.859,,,,,,,,,,,,
LINE,粗实线层,256,BYLAYER,-1,,,,,,,,,2142.802,2173.859,2142.802,2148.859,,,,,,,,,,,,
LINE,粗实线层,256,BYLAYER,-1,,,,,,,,,2142.802,2148.859,2230.302,2148.859,,,,,,,,,,,,
LINE,粗实线层,256,BYLAYER,-1,,,,,,,,,2230.302,2103.859,2142.802,2103.859,,,,,,,,,,,,
LINE,粗实线层,256,BYLAYER,-1,,,,,,,,,2142.802,2103.859,2142.802,2078.859,,,,,,,,,,,,
LINE,粗实线层,256,BYLAYER,-1,,,,,,,,,2142.802,2078.859,2230.302,2078.859,,,,,,,,,,,,
LINE,粗实线层,256,BYLAYER,-1,,,,,,,,,2230.302,2033.859,2142.802,2033.859,,,,,,,,,,,,
LINE,粗实线层,256,BYLAYER,-1,,,,,,,,,2142.802,2033.859,2142.802,2008.859,,,,,,,,,,,,
LINE,粗实线层,256,BYLAYER,-1,,,,,,,,,2142.802,2008.859,2230.302,2008.859,,,,,,,,,,,,
LINE,粗实线层,256,BYLAYER,-1,,,,,,,,,2255.302,2173.859,2342.802,2173.859,,,,,,,,,,,,
LINE,粗实线层,256,BYLAYER,-1,,,,,,,,,2342.802,2173.859,2342.802,2148.859,,,,,,,,,,,,
LINE,粗实线层,256,BYLAYER,-1,,,,,,,,,2342.802,2148.859,2255.302,2148.859,,,,,,,,,,,,
LINE,粗实线层,256,BYLAYER,-1,,,,,,,,,2255.302,2103.859,2342.802,2103.859,,,,,,,,,,,,
LINE,粗实线层,256,BYLAYER,-1,,,,,,,,,2342.802,2103.859,2342.802,2078.859,,,,,,,,,,,,
LINE,粗实线层,256,BYLAYER,-1,,,,,,,,,2342.802,2078.859,2255.302,2078.859,,,,,,,,,,,,
LINE,粗实线层,256,BYLAYER,-1,,,,,,,,,2255.302,2033.859,2342.802,2033.859,,,,,,,,,,,,
LINE,粗实线层,256,BYLAYER,-1,,,,,,,,,2342.802,2033.859,2342.802,2008.859,,,,,,,,,,,,
LINE,粗实线层,256,BYLAYER,-1,,,,,,,,,2342.802,2008.859,2255.302,2008.859,,,,,,,,,,,,
DIMENSION,尺寸线层,256,BYLAYER,-1,,,LINEAR,,200,<>,2142.802,2401.781,2342.802,2341.518,2142.802,2341.518,,,,,,,0,160,,,,标准
DIMENSION,尺寸线层,256,BYLAYER,-1,,,LINEAR,,25,<>,2082.757,2148.859,2142.802,2173.859,2142.802,2148.859,,,,,,,270,160,,,,标准
DIMENSION,尺寸线层,256,BYLAYER,-1,,,LINEAR,,25,<>,2082.757,2078.859,2142.802,2103.859,2142.802,2078.859,,,,,,,270,160,,,,标准
DIMENSION,尺寸线层,256,BYLAYER,-1,,,LINEAR,,25,<>,2082.757,2008.859,2142.802,2033.859,2142.802,2008.859,,,,,,,270,160,,,,标准
DIMENSION,尺寸线层,256,BYLAYER,-1,,,LINEAR,,25,<>,2255.302,1750.254,2230.302,1865.518,2255.302,1865.518,,,,,,,0,160,,,,标准
DIMENSION,尺寸线层,256,BYLAYER,-1,,,LINEAR,,14,<>,2082.757,2327.518,2142.802,2341.518,2142.802,2327.518,,,,,,,270,160,,,,标准
DIMENSION,尺寸线层,256,BYLAYER,-1,,,LINEAR,,87.5,<>,2230.302,1820.457,2142.802,2008.859,2230.302,1865.518,,,,,,,0,160,,,,标准
DIMENSION,尺寸线层,256,BYLAYER,-1,,,LINEAR,,87.5,<>,2255.302,1820.457,2342.802,2008.859,2255.302,1865.518,,,,,,,0,160,,,,标准
HATCH,剖面线层,256,BYLAYER,-1,,,无图案,,,,,,,,,,,,,"(2342.802, 2033.859); (2342.802, 2008.859); (2342.802, 2008.859); (2255.302, 2008.859); (2255.302, 2008.859); (2255.302, 2033.859); (2255.302, 2033.859); (2342.802, 2033.859); (2230.302, 2033.859); (2230.302, 2008.859); (2230.302, 2008.859); (2142.802, 2008.859); (2142.802, 2008.859); (2142.802, 2033.859); (2142.802, 2033.859); (2230.302, 2033.859); (2342.802, 2103.859); (2342.802, 2078.859); (2342.802, 2078.859); (2255.302, 2078.859); (2255.302, 2078.859); (2255.302, 2103.859); (2255.302, 2103.859); (2342.802, 2103.859); (2230.302, 2103.859); (2230.302, 2078.859); (2230.302, 2078.859); (2142.802, 2078.859); (2142.802, 2078.859); (2142.802, 2103.859); (2142.802, 2103.859); (2230.302, 2103.859); (2342.802, 2173.859); (2342.802, 2148.859); (2342.802, 2148.859); (2255.302, 2148.859); (2255.302, 2148.859); (2255.302, 2173.859); (2255.302, 2173.859); (2342.802, 2173.859); (2230.302, 2173.859); (2230.302, 2148.859); (2230.302, 2148.859); (2142.802, 2148.859); (2142.802, 2148.859); (2142.802, 2173.859); (2142.802, 2173.859); (2230.302, 2173.859); (2342.802, 2341.518); (2342.802, 2327.518); (2342.802, 2327.518); (2255.302, 2327.518); (2255.302, 2327.518); (2230.302, 2327.518); (2230.302, 2327.518); (2142.802, 2327.518); (2142.802, 2327.518); (2142.802, 2341.518); (2142.802, 2341.518); (2342.802, 2341.518)",,,,,,,1,
